Season,Round,Constructor-Position,Constrcutor,Nation,Points,Wins
2004,15,4,Williams,British,60,0
2004,15,5,McLaren,British,52,1
2004,15,6,Sauber,Swiss,29,0
2004,15,7,Jaguar,British,10,0
2004,15,8,Toyota,Japanese,9,0
2004,15,9,Jordan,Irish,5,0
2004,15,10,Minardi,Italian,1,0
2004,12,1,Ferrari,Italian,184,11
2004,12,2,Renault,French,85,1
2004,12,3,BAR,British,76,0
2004,12,4,Williams,British,47,0
2004,12,5,McLaren,British,37,0
2004,12,6,Sauber,Swiss,18,0
2004,12,7,Toyota,Japanese,8,0
2004,12,8,Jaguar,British,7,0
2004,12,9,Jordan,Irish,5,0
2004,12,10,Minardi,Italian,1,0
2004,13,1,Ferrari,Italian,202,12
2004,13,2,Renault,French,91,1
2004,13,3,BAR,British,83,0
2004,13,4,Williams,British,54,0
2004,13,5,McLaren,British,37,0
2004,13,6,Sauber,Swiss,19,0
2004,13,7,Toyota,Japanese,8,0
2004,13,8,Jaguar,British,7,0
2004,13,9,Jordan,Irish,5,0
2004,13,10,Minardi,Italian,1,0
2004,14,1,Ferrari,Italian,216,12
2004,14,2,Renault,French,91,1
2004,14,3,BAR,British,83,0
2004,14,4,Williams,British,54,0
2004,14,5,McLaren,British,49,1
2004,14,6,Sauber,Swiss,28,0
2004,14,7,Jaguar,British,10,0
2004,14,8,Toyota,Japanese,9,0
2004,14,9,Jordan,Irish,5,0
2004,14,10,Minardi,Italian,1,0
2004,8,1,Ferrari,Italian,124,7
2004,8,2,Renault,French,61,1
2004,8,3,BAR,British,52,0
2004,8,4,Williams,British,36,0
2004,8,5,Sauber,Swiss,15,0
2004,8,6,McLaren,British,12,0
2004,8,7,Jordan,Irish,5,0
2004,8,8,Toyota,Japanese,4,0
2004,8,9,Jaguar,British,3,0
2004,8,10,Minardi,Italian,0,0
2004,6,1,Ferrari,Italian,88,5
2004,6,2,Renault,French,52,1
2004,6,3,BAR,British,40,0
2004,6,4,Williams,British,35,0
2004,6,5,Sauber,Swiss,7,0
2004,6,6,McLaren,British,5,0
2004,6,7,Toyota,Japanese,4,0
2004,6,8,Jordan,Irish,2,0
2004,6,9,Jaguar,British,1,0
2004,6,10,Minardi,Italian,0,0
2004,1,1,Ferrari,Italian,18,1
2004,1,2,Williams,British,9,0
2004,1,3,Renault,French,8,0
2004,1,4,BAR,British,3,0
2004,1,5,McLaren,British,1,0
2004,1,6,Sauber,Swiss,0,0
2004,1,7,Jaguar,British,0,0
2004,1,8,Toyota,Japanese,0,0
2004,1,9,Jordan,Irish,0,0
2004,7,1,Ferrari,Italian,106,6
2004,7,2,Renault,French,61,1
2004,7,3,BAR,British,46,0
2004,7,4,Williams,British,36,0
2004,7,5,Sauber,Swiss,10,0
2004,7,6,McLaren,British,5,0
2004,7,7,Toyota,Japanese,4,0
2004,7,8,Jaguar,British,3,0
2004,7,9,Jordan,Irish,2,0
2004,7,10,Minardi,Italian,0,0
2004,9,1,Ferrari,Italian,142,8
2004,9,2,Renault,French,66,1
2004,9,3,BAR,British,58,0
2004,9,4,Williams,British,36,0
2004,9,5,McLaren,British,17,0
2004,9,6,Sauber,Swiss,15,0
2004,9,7,Toyota,Japanese,8,0
2004,9,8,Jordan,Irish,5,0
2004,9,9,Jaguar,British,3,0
2004,9,10,Minardi,Italian,1,0
2004,18,1,Ferrari,Italian,262,15
2004,18,2,BAR,British,119,0
2004,18,3,Renault,French,105,1
2004,18,4,Williams,British,88,1
2004,18,5,McLaren,British,69,1
2004,18,6,Sauber,Swiss,34,0
2004,18,7,Jaguar,British,10,0
2004,18,8,Toyota,Japanese,9,0
2004,18,9,Jordan,Irish,5,0
2004,18,10,Minardi,Italian,1,0
2004,11,1,Ferrari,Italian,174,10
2004,11,2,Renault,French,79,1
2004,11,3,BAR,British,67,0
2004,11,4,Williams,British,41,0
2004,11,5,McLaren,British,32,0
2004,11,6,Sauber,Swiss,18,0
2004,11,7,Toyota,Japanese,8,0
2004,11,8,Jordan,Irish,5,0
2004,11,9,Jaguar,British,4,0
2004,11,10,Minardi,Italian,1,0
2004,16,1,Ferrari,Italian,244,14
2004,16,2,BAR,British,105,0
2004,16,3,Renault,French,96,1
2004,16,4,Williams,British,64,0
2004,16,5,McLaren,British,58,1
2004,16,6,Sauber,Swiss,32,0
2004,16,7,Jaguar,British,10,0
2004,16,8,Toyota,Japanese,9,0
2004,16,9,Jordan,Irish,5,0
2004,16,10,Minardi,Italian,1,0
2004,17,1,Ferrari,Italian,254,15
2004,17,2,BAR,British,116,0
2004,17,3,Renault,French,100,1
2004,17,4,Williams,British,74,0
2004,17,5,McLaren,British,61,1
2004,17,6,Sauber,Swiss,33,0
2004,17,7,Jaguar,British,10,0
2004,17,8,Toyota,Japanese,9,0
2004,17,9,Jordan,Irish,5,0
2004,17,10,Minardi,Italian,1,0
2004,10,1,Ferrari,Italian,158,9
2004,10,2,Renault,French,79,1
2004,10,3,BAR,British,62,0
2004,10,4,Williams,British,37,0
2004,10,5,McLaren,British,22,0
2004,10,6,Sauber,Swiss,15,0
2004,10,7,Toyota,Japanese,8,0
2004,10,8,Jordan,Irish,5,0
2004,10,9,Jaguar,British,3,0
2004,10,10,Minardi,Italian,1,0
2004,2,1,Ferrari,Italian,33,2
2004,2,2,Williams,British,17,0
2004,2,3,Renault,French,14,0
2004,2,4,BAR,British,9,0
2004,2,5,McLaren,British,4,0
2004,2,6,Sauber,Swiss,1,0
2004,2,7,Toyota,Japanese,0,0
2004,2,8,Jaguar,British,0,0
2004,2,9,Jordan,Irish,0,0
2004,2,10,Minardi,Italian,0,0
2004,5,1,Ferrari,Italian,82,5
2004,5,2,Renault,French,42,0
2004,5,3,BAR,British,32,0
2004,5,4,Williams,British,30,0
2004,5,5,McLaren,British,5,0
2004,5,6,Sauber,Swiss,3,0
2004,5,7,Jaguar,British,1,0
2004,5,8,Toyota,Japanese,0,0
2004,5,9,Jordan,Irish,0,0
2004,5,10,Minardi,Italian,0,0
2004,4,1,Ferrari,Italian,64,4
2004,4,2,Renault,French,31,0
2004,4,3,BAR,British,27,0
2004,4,4,Williams,British,27,0
2004,4,5,McLaren,British,5,0
2004,4,6,Sauber,Swiss,1,0
2004,4,7,Jaguar,British,1,0
2004,4,8,Toyota,Japanese,0,0
2004,4,9,Jordan,Irish,0,0
2004,4,10,Minardi,Italian,0,0
2004,3,1,Ferrari,Italian,51,3
2004,3,2,Renault,French,22,0
2004,3,3,Williams,British,19,0
2004,3,4,BAR,British,19,0
2004,3,5,McLaren,British,4,0
2004,3,6,Sauber,Swiss,1,0
2004,3,7,Jaguar,British,1,0
2004,3,8,Toyota,Japanese,0,0
2004,3,9,Jordan,Irish,0,0
2004,3,10,Minardi,Italian,0,0
